CGPA,TargetCompany,Skills,SkillMatchPct,PlacementProbability,PlacementStatus
9.5,Oracle,"SQL, PHP, LangChain, CI/CD, Supabase, Cloud, Databricks, Problem Solving, Fine-Tuning, Elasticsearch, GCP, Angular, Data Structures, Database Design, Java",83.33,88.3,High Chance
9.0,Infosys,"SQL, Event-Driven Architecture, Algorithms, Web Development, Databricks, Data Modeling, Linux, Snowflake, Big Data, Java",60.0,74.0,High Chance
5.2,TCS,"Penetration Testing, Algorithms, Product Management, Computer Vision, Swift",0.0,7.7,Low Chance
8.5,Wipro,"Azure, Communication, PHP, Cloud, Svelte, Python, Microservices, Airflow, Terraform, Prometheus",60.0,68.6,Medium Chance
9.8,Stripe,"Ruby, Databricks, Go, LLMs, API Design, System Design, Data Modeling, GraphQL",57.14,72.7,High Chance
6.7,Apple,"R, C++",16.67,17.5,Low Chance
10.0,Microsoft,"Distributed Systems, C#, TypeScript, Azure, Transformers, Algorithms, Docker, DynamoDB, MySQL, Cloud, Go, Angular, MongoDB, C++, System Design, Cassandra",100.0,99.0,High Chance
9.6,Google,"Machine Learning, Algorithms, Supabase, Scikit-Learn, Python, Vue.js, Data Structures, C++, System Design",85.71,91.8,High Chance
7.6,Apple,"PyTorch, Pandas, WebSockets, React, C++, Operating Systems, Pytest, Swift, FastAPI, Flask",50.0,35.4,Low Chance
7.6,Meta,"Algorithms, LangChain, Data Structures, Scrum, NLP, ETL, Jest, GraphQL, Java",28.57,33.1,Low Chance
7.4,Adobe,"Transformers, UI/UX, Scikit-Learn, Fine-Tuning, Python, Scrum, Jenkins, Node.js, Appium",33.33,34.8,Low Chance
5.0,IBM,"OAuth, Kotlin, Cybersecurity, Grafana, Vector Databases",0.0,14.5,Low Chance
8.8,Salesforce,"TypeScript, SQL, REST APIs, Cloud, Deep Learning, Data Structures, Redis, FastAPI, Airflow",66.67,73.7,High Chance
8.4,Infosys,"Communication, Ruby, Scrum, Pytest, Java",40.0,55.7,Medium Chance
6.9,Infosys,"TypeScript, Java, Cypress, Leadership, Critical Thinking, React, Terraform, Data Modeling, Jest, Airflow",20.0,39.3,Low Chance
7.7,Uber,"ASP.NET, SQL, Algorithms, MongoDB, System Design, GraphQL",28.57,45.5,Medium Chance
9.3,TCS,"SQL, Prompt Engineering, Team Collaboration, Databricks, Leadership, Neo4j, Prometheus, JavaScript, Deep Learning, Grafana, Jenkins, Kubernetes, Java",80.0,79.9,High Chance
5.6,Wipro,"Cassandra, Cybersecurity, Express.js, Kotlin",0.0,10.8,Low Chance
5.9,Amazon,"Prometheus, PyTorch",0.0,12.6,Low Chance
6.6,Nvidia,"LangChain, PyTorch, GCP, RAG, Deep Learning",28.57,23.3,Low Chance
6.7,IBM,"Azure, ASP.NET, PHP, Cypress, Design Patterns, Penetration Testing, Angular, Linux, Java",33.33,41.8,Low Chance
6.4,Netflix,"Distributed Systems, Scikit-Learn, Problem Solving, Python, JavaScript, NLP, Swift, Appium",28.57,29.2,Low Chance
6.7,Nvidia,"Transformers, SQL, Algorithms, Cypress, Team Collaboration, Kafka, Computer Vision, NLP, Cybersecurity, Airflow",28.57,21.9,Low Chance
8.5,Netflix,"Distributed Systems, CI/CD, Databricks, LLMs, Apache Spark, Prometheus",14.29,43.2,Low Chance
8.3,Salesforce,"Azure, TypeScript, REST APIs, SQL, OAuth, Supabase, Cloud, Microservices, System Design, Spring Boot, Java",100.0,91.2,High Chance
8.9,Meta,"Algorithms, Unit Testing, AWS, Supabase, Hugging Face, PostgreSQL, Python, JavaScript, React, MongoDB, System Design, Flask, Deep Learning",71.43,78.2,High Chance
8.5,Microsoft,"Distributed Systems, Azure, TypeScript, ASP.NET, Next.js, Cloud, Design Patterns, Leadership, React, Spring Boot, System Design, Cassandra, Serverless",71.43,73.5,High Chance
8.3,Nvidia,"Transformers, Scikit-Learn, JavaScript, Python, Data Modeling, Vector Databases",14.29,27.9,Low Chance
9.6,Stripe,"Distributed Systems, TypeScript, Ruby, CI/CD, PostgreSQL, Problem Solving, API Design, MongoDB, Object-Oriented Programming, System Design, ETL",85.71,87.9,High Chance
8.1,Amazon,"GitHub Actions, SQL, REST APIs, PHP, Prompt Engineering, Svelte, Microservices, System Design, Java",57.14,54.2,Medium Chance
9.0,Wipro,"DynamoDB, SQL, Communication, Redux, Prisma, Team Collaboration, Cloud, Fine-Tuning, NLP, Apache Spark, Grafana, Django, Spring Boot, Java",80.0,79.8,High Chance
6.0,IBM,"JavaScript, Django, CI/CD",0.0,14.7,Low Chance
5.4,Oracle,"Agile, Fine-Tuning, Node.js, Distributed Systems, Neo4j",0.0,9.5,Low Chance
9.0,Nvidia,"Machine Learning, Hugging Face, Neo4j, Python, Cybersecurity, R, Swift, Serverless, Power BI, Deep Learning",28.57,51.1,Medium Chance
6.8,Infosys,"Communication, PHP, Web Development, Supabase, Neo4j, Python, WebSockets, Linux, GraphQL",60.0,52.9,Medium Chance
7.9,TCS,"Redux, PyTorch, Design Patterns, Problem Solving, Computer Vision, C++, Power BI, Prometheus",20.0,40.3,Low Chance
6.9,Uber,"Power BI, Prompt Engineering",0.0,18.9,Low Chance
8.5,Apple,"Machine Learning, OAuth, Leadership, Scikit-Learn, Problem Solving, Python, Data Structures, C++, Operating Systems, Pytest, Cybersecurity, Swift, Flask, Java",100.0,92.4,High Chance
8.2,Accenture,"Ansible, SQL, Cypress, Cloud, Hugging Face, Jenkins, Snowflake, Java",60.0,60.8,Medium Chance
9.3,Wipro,"ASP.NET, SQL, Communication, gRPC, Unit Testing, Cypress, NumPy, Cassandra, Cloud, LLMs, Python, Critical Thinking, Swift, Node.js",80.0,87.9,High Chance
7.4,TCS,"Big Data, Problem Solving",20.0,31.7,Low Chance
5.9,Apple,"NumPy, C++, Express.js, CI/CD, Snowflake",16.67,16.7,Low Chance
6.4,Microsoft,"C#, REST APIs, Hugging Face, Fine-Tuning, JavaScript, Cassandra, Airflow",14.29,22.4,Low Chance
7.0,Google,"Distributed Systems, Machine Learning, JavaScript, Express.js, Data Structures, C++, Scrum, Serverless, Big Data",57.14,37.3,Low Chance
7.6,Infosys,"Communication, JavaScript, Python, Critical Thinking, Data Modeling",40.0,56.0,Medium Chance
7.4,Apple,"JWT, Next.js, Transformers, Docker, MySQL, Penetration Testing, Problem Solving, Svelte, Elasticsearch",16.67,28.6,Low Chance
7.1,Netflix,"Distributed Systems, Kafka, Critical Thinking, Spring Boot, Product Management, Serverless, Flask",28.57,30.4,Low Chance
5.0,Netflix,"JavaScript, System Design, Kubernetes, TypeScript, Deep Learning",14.29,14.5,Low Chance
9.1,Accenture,"GitHub Actions, TypeScript, SQL, NumPy, OAuth, Pandas, Cloud, Deep Learning, Problem Solving, Vue.js, RAG, NLP, Cassandra, Agile, Java",100.0,90.5,High Chance
9.0,Wipro,"Ansible, REST APIs, Cloud, Microservices, React, RAG, Object-Oriented Programming, Java",40.0,54.1,Medium Chance
7.8,Stripe,"Distributed Systems, PHP, Ruby, Go, PostgreSQL, Computer Vision, Jest, Redis",57.14,58.9,Medium Chance
9.2,Salesforce,"TypeScript, REST APIs, Redux, PyTorch, Cloud, Penetration Testing, Neo4j, GCP, MongoDB, NLP, System Design, Pytest, Power BI, Java",83.33,85.3,High Chance
7.9,IBM,"Machine Learning, Communication, Data Science, Cloud, Hugging Face, System Design",50.0,56.3,Medium Chance
7.7,Accenture,"Prompt Engineering, Rust, Leadership, Hugging Face, TensorFlow, C++, System Design, Swift, Agile, Java",40.0,51.9,Medium Chance
8.1,Salesforce,"GitHub Actions, OAuth, Cloud, Kotlin, Microservices, React, Grafana, Serverless, Kubernetes, Deep Learning",16.67,37.2,Low Chance
7.7,Accenture,"Prompt Engineering, Cloud, Object-Oriented Programming, Terraform, Spring Boot, Flask, Prometheus",20.0,43.2,Low Chance
8.6,Wipro,"TypeScript, SQL, Communication, LangChain, Cypress, Team Collaboration, Kotlin, Penetration Testing, Go, Fine-Tuning, Tailwind CSS, Grafana, Django, Power BI, Java",60.0,68.3,Medium Chance
6.8,Stripe,"OpenCV, JWT, Ruby, Hugging Face, PostgreSQL, Go, Object-Oriented Programming, Tailwind CSS, System Design, Pandas",57.14,38.6,Low Chance
7.2,Amazon,"SQL, AWS, Docker, Cypress, Go, Python, Object-Oriented Programming",28.57,27.1,Low Chance
7.7,OpenAI,"Distributed Systems, Ruby, PyTorch, WebSockets, Pandas",28.57,33.9,Low Chance
6.0,Apple,"NLP, MongoDB",0.0,5.0,Low Chance
6.4,IBM,"MongoDB, Pandas, Prompt Engineering, Docker",0.0,12.2,Low Chance
6.5,Google,"Unit Testing, Data Structures",14.29,18.9,Low Chance
9.3,Nvidia,"PyTorch, MySQL, CUDA, Computer Vision, Python, C++, Django, Deep Learning",85.71,86.9,High Chance
7.1,Nvidia,"LangChain, PyTorch, GCP, CI/CD",14.29,22.2,Low Chance
6.3,Adobe,"OpenCV, Cypress, NLP, Data Modeling, Object-Oriented Programming",0.0,15.1,Low Chance
8.0,OpenAI,"Distributed Systems, Transformers, Algorithms, PyTorch, Prisma, LLMs, Python, Elasticsearch, Data Modeling, Node.js, Deep Learning",100.0,57.9,Medium Chance
6.0,Infosys,"JWT, Snowflake, REST APIs",0.0,18.4,Low Chance
7.4,TCS,"Unit Testing, Hugging Face, Svelte, Python, JavaScript, Java",40.0,45.7,Medium Chance
7.7,Microsoft,"Azure, TypeScript, Cloud, Critical Thinking, C++, System Design, Data Modeling, Appium",71.43,70.0,Medium Chance
9.6,TCS,"SQL, Ruby, Team Collaboration, Go, Problem Solving, JavaScript, Data Structures, Product Management, Cassandra",80.0,89.0,High Chance
8.9,Apple,"Neo4j, Problem Solving, Python, GCP, Object-Oriented Programming, C++, Data Structures, Operating Systems, System Design, Swift, Spring Boot, Deep Learning",100.0,86.2,High Chance
7.7,IBM,"Data Science, Design Patterns, Prometheus, Critical Thinking, RAG, C++, Apache Spark, Serverless, Java",33.33,53.3,Medium Chance
8.5,Infosys,"TypeScript, Prompt Engineering, Event-Driven Architecture, Communication, Cypress, PostgreSQL, Python, GCP, Jenkins, FastAPI",40.0,57.6,Medium Chance
8.4,Amazon,"TypeScript, NumPy, AWS, Algorithms, Svelte, Microservices, MongoDB, Data Structures, System Design, Redis, FastAPI, Java",71.43,79.6,High Chance
7.9,IBM,"Machine Learning, Ansible, Data Science, Cloud, Python",66.67,60.9,Medium Chance
7.3,IBM,"GitHub Actions, ASP.NET, PyTorch, Python, Pytest, R, Spring Boot, GraphQL, Jest",16.67,38.9,Low Chance
7.3,Amazon,"Distributed Systems, SQL, AWS, Design Patterns, Microservices, React, System Design, GraphQL",57.14,39.7,Low Chance
6.8,TCS,"Problem Solving, Tableau, Data Structures, System Design, Serverless, Vector Databases, Redis",20.0,35.1,Low Chance
7.4,IBM,"GraphQL, Airflow",0.0,23.1,Low Chance
8.6,Uber,"Algorithms, LangChain, Unit Testing, Kotlin, Go, Kafka, Problem Solving, Microservices, System Design, Appium, Redis, Java",100.0,90.7,High Chance
8.0,Oracle,"Machine Learning, Redux, C#, CI/CD, Computer Vision, Data Structures, Pytest, Linux",33.33,42.9,Low Chance
5.9,Nvidia,"PyTorch, CUDA, GCP, Python, Tableau, Angular",42.86,21.7,Low Chance
7.0,Google,"Machine Learning, Spring Boot, Ruby, Vector Databases, Rust, Cypress",14.29,19.0,Low Chance
9.4,Oracle,"TypeScript, SQL, PHP, AWS, Cloud, Data Structures, Scrum, Database Design, Java",83.33,81.7,High Chance
8.9,Amazon,"SQL, AWS, Leadership, Databricks, Microservices, Data Structures, System Design, Flask, Java",100.0,93.8,High Chance
6.0,Meta,"Power BI, Express.js, PostgreSQL, Elasticsearch, Prompt Engineering, Django",0.0,13.2,Low Chance
9.0,Infosys,"SQL, Communication, LangChain, CI/CD, Web Development, Neo4j, Kafka, Python, Tableau, Terraform, Jest, Pandas, Java",100.0,92.4,High Chance
9.2,Microsoft,"Redux, Next.js, OpenCV, Leadership, RAG, C++, Serverless, Prometheus",14.29,52.0,Medium Chance
5.0,Meta,"WebSockets, NumPy, Prisma, Cybersecurity, Power BI, Transformers",0.0,6.0,Low Chance
6.7,TCS,"Svelte, Kafka",0.0,26.7,Low Chance
8.3,Google,"Distributed Systems, Next.js, Prisma, Team Collaboration, Python, Tableau, Data Structures, C++, System Design, R, Serverless, Vector Databases",71.43,44.9,Low Chance
8.8,TCS,"Snowflake, Problem Solving, JavaScript, Scrum, Cybersecurity, Django, Power BI, Java",60.0,72.9,High Chance
8.7,Amazon,"SQL, AWS, Leadership, Microservices, TensorFlow, Data Structures, System Design, Java",100.0,91.2,High Chance
8.5,Google,"Machine Learning, Algorithms, Go, Python, RAG, Data Structures, C++, System Design, Tailwind CSS",85.71,85.3,High Chance
8.8,Infosys,"ASP.NET, SQL, Web Development, Problem Solving, Python, Object-Oriented Programming, Pytest, Cybersecurity, Node.js, Serverless, Big Data",60.0,68.1,Medium Chance
8.1,Google,"Distributed Systems, Machine Learning, DynamoDB, Next.js, Redux, Algorithms, LangChain, Python, Vue.js, Express.js, MongoDB, C++, System Design, Big Data",85.71,53.2,Medium Chance
9.4,Netflix,"Distributed Systems, Machine Learning, GitHub Actions, Azure, Agile, AWS, gRPC, Design Patterns, Microservices, System Design, Product Management, Data Modeling, GraphQL, Java",71.43,81.8,High Chance
6.0,Netflix,"Distributed Systems, Hugging Face, Prometheus, System Design, Pytest, Linux, Serverless, Java",42.86,29.1,Low Chance
6.6,IBM,"Terraform, gRPC, Penetration Testing, JWT",0.0,24.8,Low Chance
8.6,Adobe,"Algorithms, UI/UX, Unit Testing, Scikit-Learn, PostgreSQL, Fine-Tuning, Python, JavaScript, React, MongoDB, C++, Flask, Airflow",100.0,92.7,High Chance
6.5,TCS,"Prompt Engineering, SQL, MongoDB, Product Management, Power BI",20.0,40.9,Low Chance
6.3,TCS,"Snowflake, Go, Fine-Tuning, Computer Vision, Data Structures",0.0,12.8,Low Chance
7.9,Infosys,"TypeScript, Communication, DynamoDB, Algorithms, Ansible, Web Development, Python, Express.js, RAG, Object-Oriented Programming, Pytest, System Design, Grafana, C++, Jest, Java",80.0,77.3,High Chance
7.4,Wipro,"SQL, Communication, Prompt Engineering, Hugging Face, Go, Linux",40.0,49.5,Medium Chance
7.9,Wipro,"Azure, SQL, Communication, PyTorch, Supabase, Cloud, Problem Solving, Python, Microservices, Java",100.0,86.3,High Chance
7.8,Nvidia,"OpenCV, Algorithms, PyTorch, Computer Vision, Express.js, C++, Jest, Flask",57.14,40.6,Low Chance
8.2,Accenture,"C#, Ansible, SQL, Event-Driven Architecture, gRPC, Prisma, Cypress, Docker, Cloud, Neo4j, Problem Solving, NLP, GraphQL, Agile, Power BI, Java",100.0,82.8,High Chance
7.0,Salesforce,"GitHub Actions, TypeScript, SQL, LangChain, Prisma, Rust, JavaScript, Product Management, Snowflake, Serverless",33.33,32.9,Low Chance
9.0,Salesforce,"TypeScript, REST APIs, OpenCV, LangChain, PyTorch, Team Collaboration, Cloud, Hugging Face, Kafka, WebSockets, C++, System Design, Apache Spark, Redis, Kubernetes, Java",83.33,85.4,High Chance
5.7,Google,"SQL, Prompt Engineering, Ruby, DynamoDB, Tableau, Penetration Testing",0.0,11.8,Low Chance
8.8,Nvidia,"Algorithms, PyTorch, Go, Computer Vision, Python, GCP, Tableau, Deep Learning",71.43,72.3,High Chance
6.2,Infosys,"JWT, Rust, Web Development, MySQL, Fine-Tuning, Python, R, Java",60.0,46.4,Medium Chance
9.2,Stripe,"Distributed Systems, Ruby, Kotlin, Penetration Testing, PostgreSQL, API Design, Scrum, System Design",71.43,81.6,High Chance
8.8,Nvidia,"PyTorch, Python, C++, Data Modeling, Deep Learning",57.14,60.1,Medium Chance
8.2,Stripe,"ETL, Power BI, Node.js",0.0,31.0,Low Chance
7.5,Google,"Prisma, CI/CD, Supabase, Express.js, Data Structures, C++, NLP",28.57,29.2,Low Chance
9.3,Stripe,"GitHub Actions, TypeScript, ASP.NET, Agile, Ruby, PostgreSQL, Go, Problem Solving, Angular, System Design, R, Jest, GraphQL, Appium",71.43,81.5,High Chance
7.7,Netflix,"Distributed Systems, Ansible, Communication, AWS, Rust, Prisma, Cypress, Kafka, Python, Microservices, System Design, Vector Databases, Deep Learning",85.71,75.3,High Chance
8.6,Google,"Distributed Systems, Python, Data Structures, System Design, Data Modeling",57.14,58.2,Medium Chance
8.0,Google,"Distributed Systems, Azure, Next.js, Algorithms, React, Java",28.57,27.0,Low Chance
7.0,Uber,"Azure, Ruby, Algorithms, Go, Microservices, Tailwind CSS, Terraform, Linux, Redis",57.14,45.9,Medium Chance
8.4,Salesforce,"TypeScript, REST APIs, Penetration Testing, Neo4j, Problem Solving, Computer Vision, Pytest, Agile, Java",50.0,57.7,Medium Chance
6.0,Accenture,"Big Data, AWS, Transformers, Ansible, Scikit-Learn, Pytest",0.0,15.2,Low Chance
8.5,OpenAI,"Distributed Systems, Transformers, Algorithms, Ruby, Unit Testing, LLMs, Python, Pytest, Apache Spark, Kubernetes, Deep Learning",85.71,57.5,Medium Chance
9.1,Salesforce,"Transformers, SQL, REST APIs, Cloud, Kotlin, Critical Thinking, MongoDB, System Design, Tailwind CSS, Java",83.33,89.9,High Chance
6.5,IBM,"Algorithms, Design Patterns, Vue.js, TensorFlow, Pytest, Linux, Vector Databases, FastAPI",16.67,37.5,Low Chance
9.4,OpenAI,"Distributed Systems, Transformers, NumPy, Algorithms, Cypress, Prisma, Design Patterns, Leadership, LLMs, JavaScript, ETL, Deep Learning",71.43,79.6,High Chance
6.6,Meta,"Distributed Systems, Algorithms, Team Collaboration, Design Patterns, Penetration Testing, React, Big Data",28.57,30.7,Low Chance
6.6,Salesforce,"GitHub Actions, TypeScript, Kotlin, Scikit-Learn, Object-Oriented Programming, Jest",16.67,25.1,Low Chance
6.7,Microsoft,"Distributed Systems, Azure, TypeScript, ASP.NET, Penetration Testing, MongoDB, System Design",57.14,41.8,Low Chance
9.3,Oracle,"SQL, Rust, Cloud, LLMs, Data Structures, Database Design, Linux, FastAPI, Java",100.0,97.1,High Chance
6.9,Accenture,"SQL, Hugging Face, Problem Solving, Elasticsearch, Java",60.0,53.2,Medium Chance
8.0,TCS,"Redux, PHP, Cassandra, Rust, Team Collaboration, Leadership, PostgreSQL, Problem Solving, JavaScript, Neo4j, Tableau, Terraform, System Design, ETL, Flask, Java",80.0,71.6,Medium Chance
8.4,Infosys,"Distributed Systems, SQL, Next.js, Communication, Docker, Event-Driven Architecture, Web Development, Airflow, RAG, C++, React, Grafana, Cassandra, Java",80.0,80.1,High Chance
8.8,TCS,"SQL, REST APIs, Cypress, Pandas, Team Collaboration, CI/CD, Problem Solving, JavaScript, Svelte, Angular, Terraform, Apache Spark, GraphQL, Big Data, Java",100.0,92.5,High Chance
8.1,Infosys,"Distributed Systems, Redux, SQL, Communication, CI/CD, Web Development, Swift, Deep Learning, Computer Vision, Critical Thinking, ETL, Java",80.0,79.8,High Chance
8.1,Infosys,"Communication, Event-Driven Architecture, Ruby, Cypress, Pandas, Web Development, Tableau, Apache Spark, Django, Agile, Java",60.0,68.8,Medium Chance
10.0,Wipro,"Azure, Transformers, SQL, Communication, Java, Cloud, Hugging Face, LLMs, Fine-Tuning, WebSockets, Critical Thinking, RAG, FastAPI, Appium",80.0,88.6,High Chance
8.3,Microsoft,"Distributed Systems, Azure, C#, Algorithms, Cloud, React, C++, System Design, Pytest, Data Structures, Jenkins, Power BI",85.71,80.4,High Chance
7.1,Uber,"DynamoDB, PHP, Communication, Next.js, Kafka, Elasticsearch, Object-Oriented Programming, Tailwind CSS, Airflow",14.29,25.6,Low Chance
8.6,Apple,"SQL, Next.js, Kotlin, Deep Learning, Problem Solving, Python, Data Structures, C++, Operating Systems, Grafana, System Design, Swift, Node.js, Serverless, Jest, Airflow",100.0,88.7,High Chance
8.5,Oracle,"Machine Learning, Appium, SQL, Event-Driven Architecture, gRPC, Unit Testing, Team Collaboration, Penetration Testing, Problem Solving, Vue.js, Data Structures, Cybersecurity, Linux, Node.js, Serverless, Java",66.67,76.2,High Chance
7.9,Oracle,"Machine Learning, Event-Driven Architecture, Cloud, Fine-Tuning, GCP, Linux, Swift, Java",50.0,51.5,Medium Chance
8.2,Meta,"Redux, Cypress, Python, JavaScript, System Design, GraphQL",57.14,63.5,Medium Chance
8.6,OpenAI,"Distributed Systems, Transformers, Prompt Engineering, Algorithms, PyTorch, Problem Solving, Python, Fine-Tuning, Airflow, Apache Spark, Deep Learning",85.71,48.4,Medium Chance
8.1,Wipro,"SQL, Communication, Cloud, Problem Solving, Python, Fine-Tuning, R, GraphQL, Snowflake, Agile, Java",100.0,83.3,High Chance
9.6,Microsoft,"C#, TypeScript, Azure, Redux, Prisma, Cloud, Microservices, Elasticsearch, C++, System Design, Tailwind CSS, R",85.71,91.7,High Chance
8.7,Salesforce,"TypeScript, SQL, REST APIs, DynamoDB, Cloud, Neo4j, JavaScript, System Design, Product Management, Linux, Jest, Java",100.0,90.7,High Chance
7.4,Uber,"LangChain, Django, REST APIs",0.0,15.9,Low Chance
5.6,IBM,"Machine Learning, Data Science, Python, Express.js, Linux",66.67,45.0,Medium Chance
7.6,Infosys,"Communication, Unit Testing, Leadership, Go, Python, Object-Oriented Programming, Spring Boot, FastAPI",40.0,50.7,Medium Chance
8.9,Amazon,"TypeScript, SQL, Leadership, Data Structures, System Design, Scrum, Kubernetes",57.14,65.5,Medium Chance
7.1,TCS,"SQL, Hugging Face, JavaScript, Tableau, NLP, Vector Databases",40.0,47.4,Medium Chance
8.7,Accenture,"OpenCV, SQL, Algorithms, Cloud, Hugging Face, LLMs, Problem Solving, Python, Prometheus, NLP, R, Data Modeling, Agile, Java",100.0,83.6,High Chance
7.6,Salesforce,"TypeScript, Cloud, WebSockets, Elasticsearch, System Design, Serverless, Java",66.67,58.5,Medium Chance
7.0,Stripe,"Distributed Systems, Machine Learning, Transformers, Ruby, MySQL, Deep Learning, WebSockets, Flask, Prometheus",28.57,32.2,Low Chance
6.0,Meta,"CI/CD, Agile, PyTorch",0.0,15.1,Low Chance
7.1,Meta,"Prompt Engineering, Algorithms, CI/CD, Scikit-Learn, JavaScript, Swift, Redis, Java",28.57,36.3,Low Chance
6.9,Salesforce,"TypeScript, SQL, REST APIs, Communication, PyTorch",50.0,44.0,Low Chance
7.1,Adobe,"REST APIs, Machine Learning, Prometheus, MongoDB, Swift",0.0,18.9,Low Chance
7.8,Salesforce,"TypeScript, Communication, Unit Testing, Team Collaboration, Databricks, Computer Vision, Elasticsearch, Pandas",16.67,36.0,Low Chance
6.4,Stripe,"RAG, Fine-Tuning, gRPC",0.0,10.8,Low Chance
9.3,Google,"Distributed Systems, NumPy, Python, Data Structures, C++, System Design, Scrum, Data Modeling",71.43,76.8,High Chance
8.6,Adobe,"PHP, Algorithms, UI/UX, Docker, Critical Thinking, React, C++, Data Structures, Grafana, Linux",66.67,74.5,High Chance
6.8,Salesforce,"ASP.NET, OAuth, Elasticsearch, System Design, Linux, GraphQL",16.67,27.6,Low Chance
6.9,Oracle,"Databricks, Cloud, Data Structures, Database Design, Java",66.67,48.7,Medium Chance
8.8,OpenAI,"Distributed Systems, Azure, SQL, Algorithms, PyTorch, LLMs, Python, Critical Thinking, MongoDB, Deep Learning",85.71,83.0,High Chance
5.5,IBM,"OAuth, Grafana, Design Patterns, Terraform, Kubernetes, Svelte",0.0,8.0,Low Chance
7.0,Amazon,"C#, TypeScript, SQL, AWS, System Design, Java",57.14,44.4,Low Chance
7.0,Stripe,"Ruby, Go, LLMs, API Design, Data Structures, System Design, Product Management",57.14,34.7,Low Chance
10.0,IBM,"Machine Learning, TypeScript, gRPC, Data Science, Team Collaboration, Fine-Tuning, Python, Elasticsearch, MongoDB, System Design, Cybersecurity, Linux, Serverless",66.67,88.3,High Chance
7.1,TCS,"GitHub Actions, TypeScript, SQL, LangChain, Prisma, Team Collaboration, LLMs, Problem Solving, Microservices, Django, Tailwind CSS, Data Modeling, Jenkins, Java",80.0,71.2,Medium Chance
7.3,Wipro,"DynamoDB, Communication, Prompt Engineering, Ansible, Fine-Tuning, Object-Oriented Programming, C++, Swift, Flask, Java",40.0,47.4,Medium Chance
8.8,Salesforce,"Distributed Systems, TypeScript, SQL, REST APIs, ASP.NET, NumPy, JWT, Redis, FastAPI, Java",66.67,70.3,Medium Chance
7.5,Wipro,"SQL, AWS, Cloud, Swift, Computer Vision, TensorFlow, Product Management, Cassandra, Java",60.0,58.8,Medium Chance
8.0,Adobe,"GitHub Actions, ASP.NET, UI/UX, Team Collaboration, Neo4j, React, Django, Grafana, Swift, Java",33.33,47.1,Medium Chance
8.9,Wipro,"JWT, SQL, Communication, Prompt Engineering, Ruby, Cloud, Prometheus, Python, FastAPI, Java",100.0,90.8,High Chance
6.9,Netflix,"TypeScript, Communication, AWS, Problem Solving, Python, Microservices, System Design, Java",71.43,42.5,Low Chance
7.5,Stripe,"Distributed Systems, Ruby, LangChain, Hugging Face, PostgreSQL, Go, Object-Oriented Programming, C++, System Design, Tailwind CSS",71.43,54.2,Medium Chance
8.9,Google,"Distributed Systems, OpenCV, DynamoDB, Algorithms, Prisma, Python, C++, System Design, Data Structures, Terraform, Node.js",85.71,87.0,High Chance
8.3,Oracle,"Redux, REST APIs, Supabase, Cloud, Penetration Testing, Svelte, Kafka, React, Data Structures, Tailwind CSS, Database Design, Linux, Vector Databases, Pandas, Java",83.33,75.0,High Chance
8.3,Google,"Distributed Systems, Machine Learning, Algorithms, Ruby, LLMs, Python, Data Structures, C++, System Design, Apache Spark, Django, GraphQL, Airflow",100.0,61.3,Medium Chance
5.9,Accenture,"MySQL, Serverless, Jest, GCP, Airflow, AWS",0.0,11.8,Low Chance
8.8,Netflix,"AWS, Kotlin, Kafka, Computer Vision, Microservices, Critical Thinking, NLP",42.86,60.1,Medium Chance
9.3,OpenAI,"Transformers, Algorithms, Scikit-Learn, Angular, Prometheus",28.57,47.9,Medium Chance
7.6,Wipro,"Communication, Prisma, Python, NLP, Pandas, Java",60.0,62.8,Medium Chance
7.0,Uber,"Azure, TypeScript, OAuth, PyTorch, Jenkins, Redis, Flask, Java",28.57,27.9,Low Chance
6.5,Google,"Distributed Systems, Machine Learning, Rust, Kafka, WebSockets, Vue.js, Vector Databases",28.57,20.8,Low Chance
7.8,Accenture,"GitHub Actions, SQL, PostgreSQL, Svelte, Big Data",20.0,40.4,Low Chance
7.4,Accenture,"Unit Testing, System Design, SQL, Svelte, Redis",20.0,36.2,Low Chance
7.2,TCS,"OAuth, AWS, LangChain, CI/CD, Team Collaboration, Object-Oriented Programming, Terraform, Linux, Java",40.0,43.1,Low Chance
7.4,Google,"Distributed Systems, Machine Learning, Unit Testing, Rust, CI/CD, WebSockets, Express.js, Tableau, Data Structures, System Design, C++, Redis",71.43,40.1,Low Chance
6.7,Salesforce,"Appium, Penetration Testing, MySQL",0.0,15.2,Low Chance
8.2,Accenture,"Communication, Cloud, Problem Solving, ETL, Serverless, FastAPI",40.0,54.5,Medium Chance
6.1,Uber,"Azure, DynamoDB, PHP, Algorithms, Databricks, System Design, Flask, Kubernetes, Big Data",28.57,27.9,Low Chance
7.5,Adobe,"TypeScript, Algorithms, Kotlin, Neo4j, Python, JavaScript, Critical Thinking, C++",66.67,45.8,Medium Chance
9.1,Nvidia,"Algorithms, PyTorch, CUDA, Computer Vision, C++, R, FastAPI, Deep Learning",85.71,85.9,High Chance
7.3,Infosys,"TypeScript, CI/CD, Web Development, Problem Solving, Cybersecurity, Grafana, Pandas",20.0,39.2,Low Chance
5.6,Oracle,"PyTorch, MongoDB",0.0,12.4,Low Chance
8.2,Wipro,"OpenCV, SQL, PostgreSQL, Python, Express.js, Critical Thinking, Object-Oriented Programming",40.0,53.6,Medium Chance
